Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre preocupações e opções de saúde mental para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levasse a solicitar uma licença médica do trabalho, pedir que a licença seria:",Você acha que discutir um distúrbio de saúde mental com seu empregador teria consequências negativas?,Você acha que discutir um problema de saúde física com seu empregador teria consequências negativas?,Você se sentiria à vontade para discutir um distúrbio de saúde mental com seus colegas de trabalho?,Você se sentiria confortável discutindo um distúrbio de saúde mental com seu (s) supervisor (s) direto (s)?,Você acha que seu empregador leva a saúde mental tão a sério quanto a saúde física?,Você já ouviu falar ou observar consequências negativas para os colegas de trabalho que foram abertos sobre problemas de saúde mental em seu local de trabalho?,Você estaria disposto a discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria um problema de saúde mental com um empregador em potencial em uma entrevista?,Você sente que ser identificado como uma pessoa com um problema de saúde mental prejudicaria sua carreira?,Você acha que os membros da equipe/colegas de trabalho o levariam mais negativamente se soubessem que você sofria de um problema de saúde mental?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você tem um histórico familiar de doença mental?,Você já teve um distúrbio de saúde mental no passado?,Você atualmente tem um distúrbio de saúde mental?,Você foi diagnosticado com uma condição de saúde mental por um profissional médico?,Você já procurou tratamento para um problema de saúde mental de um profissional de saúde mental?,"Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz?",Qual é a sua idade?,Qual é o seu gênero?,Qual das opções a seguir melhor descreve sua posição de trabalho?,Você trabalha remotamente?
0,6-25,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Yes,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,1,Rarely,Sometimes,35,female,DevOps/SysAdmin,Always
0,26-100,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,Maybe,No,No,Yes,I don't know,No,Some of my previous employers,Yes,Yes,"No, I don't think it would","No, I don't think they would",Somewhat not open,No,Yes,Yes,Yes,1,Sometimes,Sometimes,26,Male,Back-end Developer,Sometimes
0,More than 1000,1.0,No,Yes,Yes,Yes,I don't know,Somewhat difficult,Yes,Yes,No,Maybe,No,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,I don't know,No,Yes,Yes,1,Rarely,Often,31,female,Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,"No, they do not",Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,32,male,Executive Leadership|Supervisor/Team Lead|Front-end Developer,Sometimes
0,100-500,1.0,No,No,No,No,No,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No,"Yes, at all of my previous employers",No,No,"Yes, it has","Yes, I think they would",Somewhat open,I don't know,Yes,Maybe,Yes,1,Not applicable to me,Often,37,Male,Supervisor/Team Lead,Sometimes
0,6-25,0.0,No,No,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,No,Maybe,"No, I don't think they would",Somewhat not open,No,Yes,Yes,Yes,1,Never,Sometimes,24,Male,Front-end Developer|Back-end Developer,Never
0,26-100,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,"Yes, at all of my previous employers",Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,33,Male,Back-end Developer,Always
0,100-500,1.0,Yes,Yes,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,"No, at none of my previous employers",Yes,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,I don't know,No,Yes,Yes,1,Sometimes,Often,28,Male,DevOps/SysAdmin,Sometimes
0,More than 1000,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,I don't know,No,,Yes,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat not open,I don't know,Maybe,Maybe,No,1,Never,Sometimes,22,Female,Back-end Developer|Front-end Developer,Sometimes
0,100-500,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No,"No, at none of my previous employers",Maybe,No,Maybe,"No, I don't think they would",Somewhat not open,Yes,Yes,Maybe,Yes,1,Sometimes,Often,46,Male,Back-end Developer,Sometimes
0,26-100,1.0,Yes,Yes,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Yes,Maybe,Maybe,Maybe,Somewhat open,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,30,Male,Dev Evangelist/Advocate,Always
0,26-100,1.0,I don't know,I am not sure,No,Yes,Yes,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No,I don't know,No,No,Maybe,Maybe,Somewhat open,No,No,Yes,Yes,1,Often,Often,29,Male,Back-end Developer,Never
0,100-500,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,No,,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,Yes,No,Yes,No,0,Sometimes,Often,22,Male,Back-end Developer|Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Yes,Yes,1,Sometimes,Often,24,Female,Designer,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,No,1,Not applicable to me,Often,29,Female,Front-end Developer,Always
0,More than 1000,0.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Yes,No,Some of my previous employers,No,No,"Yes, it has","Yes, I think they would",Somewhat open,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,30,male,DevOps/SysAdmin,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Maybe,Maybe,Maybe,Somewhat open,Yes,Maybe,Maybe,No,1,Rarely,Sometimes,25,Male ,One-person shop|DevOps/SysAdmin,Always
0,More than 1000,0.0,Yes,I am not sure,I don't know,Yes,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No,"No, at none of my previous employers",No,No,Maybe,"Yes, I think they would",Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,39,Male,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Yes,"Yes, I think it would","No, I don't think they would",Neutral,No,Maybe,No,No,1,Sometimes,Often,31,male,One-person shop|Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead|Executive Leadership,Always
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,"No, it has not","No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Never,Often,25,Male,Front-end Developer,Sometimes
0,500-1000,0.0,Yes,I am not sure,Yes,Yes,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No,"No, at none of my previous employers",Maybe,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),I don't know,No,No,No,0,Not applicable to me,Not applicable to me,39,Male,Back-end Developer,Sometimes
0,More than 1000,1.0,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Yes,Yes,1,Rarely,Often,31,F,Dev Evangelist/Advocate,Always
0,100-500,1.0,Yes,No,No,I don't know,I don't know,I don't know,Yes,Maybe,Maybe,No,I don't know,No,"No, at none of my previous employers",No,No,Maybe,Maybe,Very open,Yes,Yes,Maybe,No,0,Not applicable to me,Not applicable to me,35,m,DevOps/SysAdmin,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Very open,No,Yes,Yes,Yes,1,Sometimes,Often,31,AFAB,Support|Back-end Developer|Front-end Developer|One-person shop,Always
0,More than 1000,1.0,No,I am not sure,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,I don't know,Yes,Yes,Yes,1,Sometimes,Often,23,male,Front-end Developer|Back-end Developer,Sometimes
0,More than 1000,1.0,Yes,I am not sure,Yes,Yes,I don't know,Very difficult,Maybe,No,No,No,I don't know,Yes,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,30,male,Executive Leadership,Never
0,6-25,1.0,Not eligible for coverage / N/A,No,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,No,I don't know,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,No,No,No,0,Not applicable to me,Not applicable to me,28,male,Other,Sometimes
0,More than 1000,1.0,Yes,No,No,Yes,I don't know,I don't know,Yes,No,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,Yes,Yes,Yes,0,Often,Sometimes,23,Female,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Never
0,26-100,1.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,No,No,Maybe,Maybe,Somewhat open,Yes,Maybe,Yes,Yes,1,Sometimes,Sometimes,26,Female ,Front-end Developer,Never
0,26-100,1.0,Yes,Yes,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,No,Some of my previous employers,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Maybe,Yes,1,Rarely,Often,24,Female,Supervisor/Team Lead,Never
0,More than 1000,1.0,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,No,Some of my previous employers,Yes,No,Maybe,Maybe,Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,32,Male,Supervisor/Team Lead,Never
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Often,35,Male,One-person shop,Always
0,100-500,1.0,Not eligible for coverage / N/A,,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Yes,Yes,Maybe,Maybe,Somewhat open,No,Yes,Maybe,No,0,Sometimes,Often,30,Male,Back-end Developer,Sometimes
0,26-100,1.0,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,Yes,Yes,1,Rarely,Often,32,male,Front-end Developer|Designer,Sometimes
0,6-25,0.0,Yes,Yes,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No,,Maybe,No,"Yes, I think it would","Yes, I think they would",Very open,No,Yes,Maybe,Yes,1,Rarely,Often,35,Male,Back-end Developer,Never
0,26-100,1.0,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,I don't know,Maybe,Maybe,Yes,1,Rarely,Rarely,26,F,Supervisor/Team Lead|Back-end Developer,Always
0,100-500,0.0,Yes,I am not sure,Yes,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,30,Female,Other,Sometimes
0,26-100,1.0,Yes,No,No,I don't know,Yes,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No,Some of my previous employers,Yes,Maybe,"Yes, I think it would",Maybe,Somewhat open,I don't know,Yes,Maybe,No,1,Sometimes,Often,29,male,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Never
0,More than 1000,1.0,I don't know,I am not sure,Yes,Yes,I don't know,Somewhat easy,Maybe,No,Yes,Yes,I don't know,No,Some of my previous employers,No,No,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,39,male,Back-end Developer|Supervisor/Team Lead,Always
0,More than 1000,0.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,No,No,Maybe,No,No,Some of my previous employers,Yes,No,"Yes, it has","Yes, they do",Somewhat open,Yes,Yes,Maybe,Yes,1,Rarely,Often,37,Male,Back-end Developer|Front-end Developer,Never
0,26-100,1.0,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,35,M,Back-end Developer,Sometimes
0,1-5,1.0,Not eligible for coverage / N/A,Yes,No,No,No,I don't know,Yes,Yes,No,No,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,25,Female,Other,Sometimes
0,More than 1000,0.0,Not eligible for coverage / N/A,,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,Yes,No,"No, at none of my previous employers",No,Maybe,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Maybe,Yes,1,Sometimes,Often,22,Agender,Other|Back-end Developer,Never
0,26-100,1.0,Yes,Yes,No,No,No,Neither easy nor difficult,Yes,Maybe,Maybe,Maybe,No,Yes,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Maybe,Yes,1,Sometimes,Sometimes,33,Male,DevOps/SysAdmin,Never
0,1-5,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,No,No,No,,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Rarely,Often,23,male ,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Never,Sometimes,29,male,Executive Leadership,Sometimes
0,26-100,1.0,Yes,Yes,No,I don't know,I don't know,Very difficult,Yes,Maybe,No,No,No,No,"No, at none of my previous employers",Maybe,Yes,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Rarely,Rarely,28,Male,Front-end Developer,Always
0,More than 1000,1.0,Yes,Yes,No,No,I don't know,Very easy,No,No,Yes,Yes,I don't know,No,"No, at none of my previous employers",Yes,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,30,Male,Back-end Developer|Front-end Developer,Never
0,100-500,1.0,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,I don't know,No,I don't know,No,No,Maybe,"No, I don't think they would",Neutral,Yes,Maybe,Yes,Yes,1,Sometimes,Sometimes,28,Male,Other|Back-end Developer,Sometimes
0,6-25,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat not open,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,28,female,Dev Evangelist/Advocate,Always
0,More than 1000,0.0,Yes,No,No,Yes,I don't know,I don't know,Maybe,Maybe,Maybe,Yes,No,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Yes,Yes,0,Not applicable to me,Often,37,male,Supervisor/Team Lead|Back-end Developer,Never
0,26-100,1.0,No,Yes,Yes,No,No,I don't know,Maybe,No,Maybe,Yes,Yes,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,0,Sometimes,Sometimes,30,Male,DevOps/SysAdmin,Sometimes
0,6-25,1.0,No,I am not sure,Yes,No,I don't know,Somewhat difficult,Yes,Maybe,No,Yes,No,No,"Yes, at all of my previous employers",No,No,"Yes, I think it would","No, I don't think they would",Neutral,Yes,Yes,Yes,Yes,1,Often,Often,27,Male,Front-end Developer|Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,I don't know,Maybe,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Often,Often,29,Male,One-person shop|Designer|Front-end Developer|Back-end Developer|Dev Evangelist/Advocate|Supervisor/Team Lead,Sometimes
0,More than 1000,1.0,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No,,Maybe,No,"Yes, I think it would",Maybe,Neutral,I don't know,Yes,Maybe,Yes,1,Often,Often,28,Male,Back-end Developer,Never
0,6-25,1.0,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,26,Transgender woman,Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer|Designer,Sometimes
0,100-500,1.0,I don't know,I am not sure,No,I don't know,Yes,I don't know,Maybe,No,No,No,No,No,Some of my previous employers,No,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,29,male,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,34,m,One-person shop,Sometimes
0,100-500,1.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat not open,I don't know,No,Yes,Yes,1,Rarely,Sometimes,36,Male,Executive Leadership,Always
0,26-100,1.0,I don't know,No,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Maybe,Yes,Yes,1,Sometimes,Often,38,Male,Other|Supervisor/Team Lead|Dev Evangelist/Advocate,Never
0,6-25,1.0,Yes,I am not sure,No,No,Yes,Very easy,Yes,Yes,No,No,Yes,No,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,No,Yes,Yes,Yes,1,Often,Often,22,Female,Other,Sometimes
0,1-5,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,No,No,,Yes,Maybe,Maybe,Maybe,Very open,No,No,No,No,0,Sometimes,Sometimes,24,male,Other,Sometimes
0,100-500,0.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,"Yes, at all of my previous employers",Maybe,No,"No, I don't think it would","No, they do not",Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,24,female,Front-end Developer,Sometimes
0,500-1000,1.0,Yes,Yes,No,I don't know,Yes,Very difficult,No,No,Yes,Maybe,No,No,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,36,female,HR,Never
0,More than 1000,0.0,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,No,I don't know,No,,Maybe,No,Maybe,"No, I don't think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,24,Female,Front-end Developer|Back-end Developer,Never
0,500-1000,1.0,No,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No,,No,No,Maybe,Maybe,Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,24,Male,Front-end Developer,Never
0,26-100,1.0,No,,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,Yes,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Not applicable to me,Often,31,Male,Back-end Developer|DevOps/SysAdmin,Never
0,26-100,1.0,Yes,I am not sure,Yes,No,I don't know,Neither easy nor difficult,Yes,No,No,No,Yes,No,"No, at none of my previous employers",Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Yes,Yes,0,Sometimes,Often,39,M,Back-end Developer,Never
0,More than 1000,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,No,No,Yes,"No, at none of my previous employers",No,No,Maybe,Maybe,Neutral,Yes,Yes,Yes,Yes,1,Sometimes,Often,41,male,Supervisor/Team Lead|Back-end Developer|Designer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,Maybe,Neutral,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,29,Male,Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead|Executive Leadership,Always
0,26-100,1.0,No,No,No,No,Yes,Very easy,Maybe,No,Yes,Maybe,I don't know,No,Some of my previous employers,Maybe,No,Maybe,"No, I don't think they would",Somewhat not open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,37,male,Front-end Developer|Back-end Developer|Supervisor/Team Lead,Never
0,26-100,1.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,30,male,Front-end Developer,Always
0,100-500,1.0,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,No,No,No,Maybe,No,No,,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,24,Male,Back-end Developer,Sometimes
0,100-500,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,I don't know,Yes,Yes,Yes,1,Rarely,Often,22,female,Back-end Developer|Front-end Developer,Sometimes
0,100-500,1.0,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would",Maybe,Somewhat not open,I don't know,Maybe,Maybe,No,0,Rarely,Rarely,24,Male,Supervisor/Team Lead|Front-end Developer|Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate,Sometimes
0,100-500,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,"Yes, it has",Maybe,Somewhat open,I don't know,Yes,Yes,Yes,1,Rarely,Often,26,Female,Other,Sometimes
0,500-1000,1.0,Yes,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",No,No,Maybe,"No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,38,female,Support,Always
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,Maybe,Maybe,Somewhat open,Yes,No,No,No,1,Not applicable to me,Not applicable to me,34,Female ,Other,Sometimes
1,,,,,,,,,,,,,,,,Maybe,No,"No, it has not","Yes, I think they would",Somewhat not open,Yes,No,No,Yes,0,Sometimes,Often,56,MALE,Support,Sometimes
0,100-500,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,I don't know,Yes,Some of my previous employers,Maybe,No,"Yes, it has","No, I don't think they would",Somewhat open,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,52,Male,Back-end Developer,Sometimes
0,100-500,0.0,I don't know,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,No,"No, at none of my previous employers",Maybe,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Yes,Maybe,Yes,Yes,0,Sometimes,Often,30,Female,DevOps/SysAdmin,Sometimes
0,100-500,1.0,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,No,,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat open,I don't know,Yes,Yes,No,0,Not applicable to me,Often,25,non-binary,Other,Sometimes
