autonomo,num_func,emp_tec,papel_tec,beneficios_mental,conhecimento_opcoes_mental,discussao_formal_mental,recursos_aprendizado_mental,anonimato_protegido,dificuldade_licenca_mental,conforto_conversar_saude,conforto_discutir_supervisor,discussao_saude_mental_emp,conforto_discutir_colegas,discussao_saude_mental_colegas,discussao_saude_mental_colegas_outro,importancia_saude_fisica_emp,importancia_saude_mental_emp,emp_tec_anterior,disposto_discutir_supervisor,disturbio_saude_mental_atual,disturbio_saude_mental_passado,tratamento_profissional_mental,historico_familiar_mental,interferencia_tratamento_eficaz,interferencia_sem_tratamento_eficaz,observacoes_discussao_mental,disposto_compartilhar_amigos_familiares,disposto_apresentar_saude_entrevista,traria_saude_mental_entrevista,identificado_abertamente_mental,reacao_membros_equipe_mental,apoio_setor_tecnologia_mental,idade,genero,ano
0,100-500,No,Yes,Yes,Yes,Yes,No,I don't know,Somewhat easy,Same level of comfort for each,No,No,Yes,Yes,,,8.0,,Physical health,Yes,,Maybe,No,I don't know,Not applicable to me,Not applicable to me,No,Yes,,,,,,Other,2020-01-01
0,100-500,No,Yes,No,,No,No,Yes,Very easy,Physical health,Yes,Yes,Yes,Yes,No,7.0,4.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,No,Yes,No,No,No,7.0,4,34.0,M,2020-01-01
0,26-100,Yes,Yes,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,No,Yes,Yes,Yes,5.0,5.0,,Some of my previous supervisors,No,No,No,,Not applicable to me,Not applicable to me,,Yes,Yes,Yes,No,4.0,4,45.0,Other,2020-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Maybe,No,Maybe,Yes,Yes,8.0,9.0,,,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Yes,No,No,5.0,4,21.0,F,2020-01-01
0,100-500,No,No,No,No,No,No,I don't know,Difficult,Physical health,No,No,Maybe,No,No,8.0,2.0,,,No,No,No,No,Not applicable to me,Not applicable to me,Maybe,Yes,Yes,No,No,1.0,2,44.0,F,2020-01-01
0,More than 1000,Yes,Yes,I don't know,No,I don't know,Yes,I don't know,Neither easy nor difficult,Physical health,No,No,Maybe,No,No,10.0,5.0,,,Maybe,Possibly,No,No,Rarely,Rarely,Maybe,Yes,Maybe,Maybe,No,3.0,4,47.0,M,2020-01-01
0,More than 1000,Yes,Yes,Not eligible,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,No,Maybe,No,No,3.0,2.0,,Some of my previous supervisors,Maybe,Don't Know,No,Yes,Rarely,Rarely,,Yes,Maybe,No,No,3.0,2,40.0,M,2020-01-01
0,100-500,No,No,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,No,No,No,No,No,10.0,5.0,,,Maybe,No,No,No,Sometimes,Often,Maybe,Yes,Maybe,Maybe,No,4.0,4,25.0,F,2020-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,I don't know,I don't know,Difficult,Physical health,Maybe,Yes,No,Yes,Yes,8.0,5.0,,"No, none of my previous supervisors",Maybe,Possibly,Yes,Yes,Sometimes,Often,,Yes,Maybe,No,Yes,3.0,1,24.0,F,2020-01-01
0,More than 1000,Yes,Yes,Yes,No,Yes,Yes,I don't know,I don't know,Physical health,Maybe,No,Maybe,Yes,No,7.0,7.0,,I don't know,No,No,No,No,Not applicable to me,Not applicable to me,Yes,Yes,Yes,Yes,No,5.0,5,26.0,F,2020-01-01
0,6-25,Yes,Yes,No,,No,No,No,Difficult,Physical health,No,No,No,No,No,6.0,2.0,,"No, none of my previous supervisors",Maybe,Possibly,No,,Not applicable to me,Not applicable to me,No,Yes,No,No,No,5.0,2,31.0,M,2020-01-01
0,500-1000,Yes,Yes,No,,Yes,No,I don't know,Somewhat difficult,Physical health,No,No,No,No,No,7.0,2.0,,"No, none of my previous supervisors",Maybe,No,No,No,Rarely,Rarely,,Yes,No,No,No,5.0,1,26.0,F,2020-01-01
0,More than 1000,No,No,I don't know,No,Yes,Yes,Yes,Neither easy nor difficult,Physical health,No,No,Yes,No,No,7.0,7.0,,"No, none of my previous supervisors",No,No,No,No,Sometimes,Sometimes,No,,Yes,No,No,10.0,5,32.0,M,2020-01-01
0,More than 1000,No,No,I don't know,No,Yes,Yes,I don't know,Somewhat difficult,Physical health,No,No,No,No,No,5.0,5.0,,,Yes,Possibly,No,No,Rarely,Often,Yes,,No,No,No,0.0,3,33.0,F,2020-01-01
0,500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,Yes,,Yes,,1.0,,,"Yes, always",,Substance Use Disorder,,,Yes,Yes,Yes,Sometimes,Often,,,0.0,Coworkers spoke poorly about the person,,Other,2020-01-01
0,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,Yes,Maybe,Yes,Yes,7.0,7.0,,I don't know,Yes,Yes,Yes,Yes,Sometimes,Often,No,,No,No,No,7.0,2,46.0,M,2020-01-01
0,More than 1000,Yes,Yes,Yes,No,Yes,No,I don't know,I don't know,Same level of comfort for each,Maybe,No,Maybe,No,No,3.0,3.0,,Some of my previous supervisors,Yes,Yes,Yes,No,Rarely,Rarely,Maybe,Yes,Maybe,Maybe,No,2.0,3,30.0,M,2020-01-01
0,More than 1000,Yes,Yes,No,No,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,No,No,Yes,Yes,Yes,8.0,4.0,,,No,Yes,Yes,,Sometimes,Not applicable to me,,Yes,No,No,No,10.0,3,24.0,M,2020-01-01
0,26-100,No,No,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,No,No,No,No,10.0,7.0,,Some of my previous supervisors,Maybe,Possibly,No,No,Rarely,Often,Maybe,Yes,Maybe,Maybe,No,2.0,3,42.0,M,2020-01-01
0,More than 1000,No,Yes,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Physical health,No,No,No,No,No,5.0,5.0,,,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,No,Yes,4.0,3,28.0,M,2020-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,No,No,No,No,No,7.0,5.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,Maybe,Yes,No,No,No,2.0,2,27.0,F,2020-01-01
0,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Very easy,Physical health,Yes,Yes,Maybe,Yes,Yes,8.0,8.0,,Some of my previous supervisors,Maybe,Possibly,No,No,Rarely,Rarely,No,Yes,Maybe,No,No,4.0,3,62.0,M,2020-01-01
0,More than 1000,No,Yes,No,No,No,No,I don't know,Difficult,Physical health,No,No,Maybe,Yes,Yes,3.0,0.0,,Some of my previous supervisors,No,Don't Know,Yes,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,3.0,2,34.0,M,2020-01-01
0,500-1000,Yes,Yes,I don't know,No,Yes,No,Yes,Very easy,Physical health,Yes,Yes,Maybe,Yes,No,8.0,7.0,,,Yes,Yes,Yes,No,Rarely,Often,No,Yes,Yes,Maybe,No,6.0,4,38.0,M,2020-01-01
0,26-100,Yes,Yes,Not eligible,,Yes,Yes,Yes,Very easy,Physical health,Yes,Yes,Yes,Yes,No,8.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,Maybe,Yes,Maybe,Maybe,Yes,8.0,2,42.0,M,2020-01-01
0,More than 1000,Yes,Yes,I don't know,No,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,No,No,No,No,5.0,5.0,,"No, none of my previous supervisors",Maybe,Possibly,No,No,Not applicable to me,Not applicable to me,,Yes,No,No,No,7.0,3,35.0,M,2020-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,Yes,Yes,Yes,No,7.0,8.0,,Some of my previous supervisors,Maybe,Yes,Yes,No,Rarely,Sometimes,,Yes,Yes,No,Yes,6.0,2,32.0,M,2020-01-01
0,26-100,Yes,Yes,No,No,No,No,I don't know,Somewhat difficult,Physical health,No,No,Maybe,No,No,4.0,2.0,,,No,Possibly,No,No,Rarely,Often,No,,Yes,No,No,2.0,3,32.0,F,2020-01-01
0,26-100,Yes,Yes,No,No,No,No,No,Somewhat easy,Physical health,Yes,No,No,No,Yes,2.0,1.0,,Some of my previous supervisors,No,No,No,No,Never,Never,Maybe,No,Maybe,Yes,No,2.0,3,25.0,F,2020-01-01
0,More than 1000,No,Yes,No,,Yes,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,Yes,Maybe,Yes,Yes,7.0,7.0,,Some of my previous supervisors,Maybe,Possibly,No,No,Not applicable to me,Rarely,No,Yes,No,No,No,6.0,3,52.0,M,2020-01-01
0,More than 1000,No,Yes,No,No,No,No,No,Difficult,Physical health,Yes,No,No,No,No,8.0,4.0,,,Yes,,No,,Not applicable to me,Never,No,Yes,Maybe,Maybe,No,5.0,1,24.0,F,2020-01-01
0,1-5,Yes,Yes,I don't know,Yes,No,No,Yes,Neither easy nor difficult,Mental health,No,Yes,Yes,Yes,No,7.0,7.0,,Some of my previous supervisors,No,Yes,Yes,Yes,Sometimes,Sometimes,Maybe,Yes,Yes,No,Yes,3.0,1,24.0,M,2020-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,I don't know,Physical health,Yes,Yes,Maybe,Yes,Yes,5.0,5.0,,Some of my previous supervisors,No,Possibly,Yes,Yes,Not applicable to me,Not applicable to me,No,Yes,No,No,Yes,5.0,3,48.0,F,2020-01-01
0,26-100,No,No,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Maybe,No,Maybe,Yes,Yes,5.0,9.0,,"Yes, all of my previous supervisors",Yes,Yes,Yes,,Never,Sometimes,No,Yes,No,No,No,10.0,3,24.0,M,2020-01-01
0,More than 1000,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,No,No,No,No,4.0,4.0,,"No, none of my previous supervisors",Maybe,Yes,Yes,Yes,Sometimes,Sometimes,,Yes,Yes,Maybe,No,5.0,2,32.0,M,2020-01-01
0,More than 1000,Yes,Yes,Yes,No,No,I don't know,I don't know,I don't know,Physical health,No,No,No,No,No,5.0,5.0,,"No, none of my previous supervisors",No,No,No,,Not applicable to me,Not applicable to me,,Yes,Maybe,No,No,5.0,2,21.0,M,2020-01-01
0,100-500,No,Yes,Yes,No,No,No,Yes,Difficult,Physical health,Maybe,No,Maybe,Yes,Yes,8.0,2.0,,"No, none of my previous supervisors",Yes,Yes,Yes,,Sometimes,Often,Maybe,Yes,No,No,Yes,2.0,3,34.0,M,2020-01-01
0,More than 1000,No,Yes,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Physical health,Maybe,No,No,No,No,8.0,5.0,,"No, none of my previous supervisors",No,Don't Know,No,,Not applicable to me,Not applicable to me,,Yes,Yes,No,No,7.0,3,25.0,M,2020-01-01
0,26-100,Yes,Yes,Yes,No,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,1.0,3.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Often,Often,No,Yes,Yes,Maybe,No,5.0,2,39.0,M,2020-01-01
0,More than 1000,Yes,Yes,No,No,No,No,Yes,Neither easy nor difficult,Physical health,No,No,No,No,No,9.0,7.0,,,No,No,No,No,Often,Not applicable to me,,Yes,No,No,No,2.0,3,25.0,M,2020-01-01
0,More than 1000,No,Yes,I don't know,,Yes,Yes,No,I don't know,Physical health,No,Yes,No,Yes,No,6.0,7.0,,"No, none of my previous supervisors",Maybe,Yes,No,No,Sometimes,Rarely,Yes,Yes,Yes,No,Yes,1.0,1,28.0,F,2020-01-01
0,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,Yes,Maybe,Yes,Yes,7.0,9.0,,Some of my previous supervisors,Maybe,Possibly,Yes,Yes,Not applicable to me,Not applicable to me,No,Yes,No,Maybe,No,6.0,2,39.0,M,2020-01-01
0,500-1000,No,No,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,No,Maybe,No,No,5.0,5.0,,"No, none of my previous supervisors",Maybe,No,No,,Sometimes,Sometimes,No,Yes,Yes,Maybe,No,5.0,3,20.0,M,2020-01-01
0,26-100,Yes,Yes,Yes,Yes,Yes,Yes,No,Difficult,Physical health,No,Yes,Maybe,Yes,Yes,6.0,4.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,Maybe,Yes,Yes,No,No,3.0,2,40.0,F,2020-01-01
0,More than 1000,Yes,Yes,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,No,No,No,No,No,8.0,3.0,,"No, none of my previous supervisors",No,No,No,No,Often,Often,Yes,Yes,Maybe,No,No,6.0,2,31.0,M,2020-01-01
0,More than 1000,No,Yes,No,No,No,No,No,Somewhat difficult,Physical health,No,No,No,No,No,2.0,2.0,,,No,No,No,No,Sometimes,Often,No,Yes,No,No,No,1.0,2,53.0,M,2020-01-01
0,26-100,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Very easy,Physical health,Maybe,No,Maybe,Yes,No,9.0,7.0,,I don't know,Maybe,Don't Know,No,No,Often,Often,,Yes,Maybe,Maybe,No,8.0,3,23.0,F,2020-01-01
0,100-500,Yes,Yes,I don't know,No,No,I don't know,I don't know,Somewhat easy,Physical health,Maybe,No,Maybe,Yes,Yes,5.0,5.0,,"Yes, all of my previous supervisors",Yes,Possibly,Yes,Yes,Sometimes,Often,,Yes,Maybe,No,No,5.0,3,34.0,M,2020-01-01
0,500-1000,No,Yes,Yes,No,Yes,Yes,Yes,Difficult,Physical health,No,No,Maybe,No,Yes,,6.0,,Physical health,Yes,,Maybe,Yes,Yes,Rarely,Sometimes,Maybe,Yes,,,,,,Other,2020-01-01
0,500-1000,Yes,Yes,Not eligible,,Yes,No,I don't know,Very easy,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,8.0,8.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Yes,Yes,No,8.0,4,37.0,M,2020-01-01
0,26-100,Yes,Yes,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Maybe,No,No,No,No,1.0,1.0,,Some of my previous supervisors,Maybe,Possibly,No,,Not applicable to me,Not applicable to me,No,Yes,Yes,No,No,4.0,2.0,28.0,F,2021-01-01
0,500-1000,Yes,Yes,Yes,No,Yes,Yes,Yes,I don't know,Physical health,No,No,Maybe,No,Yes,9.0,9.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,Yes,Yes,Maybe,No,No,8.0,3.0,41.0,M,2021-01-01
0,100-500,Yes,Yes,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Maybe,No,Yes,Yes,Yes,5.0,5.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,,Yes,Maybe,Maybe,No,8.0,3.0,35.0,M,2021-01-01
1,,,,,,,,,,,,,,,,,,,,Maybe,Don't Know,No,Yes,Sometimes,Sometimes,,Yes,No,Maybe,No,1.0,2.0,20.0,M,2021-01-01
0,More than 1000,No,Yes,Yes,No,Yes,Yes,I don't know,Difficult,Physical health,No,No,Maybe,No,No,10.0,10.0,,Some of my previous supervisors,No,Yes,Yes,No,Rarely,Often,Maybe,Yes,No,No,No,5.0,3.0,35.0,F,2021-01-01
0,6-25,Yes,Yes,No,No,No,No,No,Difficult,Same level of comfort for each,No,No,No,No,No,1.0,1.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,Yes,Yes,No,No,No,1.0,1.0,30.0,F,2021-01-01
0,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,Yes,No,No,No,9.0,5.0,,,Yes,,No,No,Sometimes,Often,No,Yes,No,No,No,8.0,5.0,34.0,F,2021-01-01
0,More than 1000,No,Yes,Yes,Yes,No,No,I don't know,Very easy,Physical health,Maybe,No,No,No,No,6.0,6.0,,,Maybe,Don't Know,No,,Not applicable to me,Sometimes,Maybe,Yes,No,No,No,4.0,3.0,23.0,F,2021-01-01
0,More than 1000,Yes,Yes,No,No,Yes,No,No,Somewhat difficult,Same level of comfort for each,No,No,Maybe,No,Yes,8.0,6.0,,,No,No,No,No,Not applicable to me,Often,Maybe,Yes,No,No,No,5.0,2.0,19.0,F,2021-01-01
1,,,,,,,,,,,,,,,,,,,I don't know,Yes,,Yes,Yes,Sometimes,Sometimes,No,Yes,Maybe,Maybe,No,3.0,2.0,34.0,F,2021-01-01
0,More than 1000,No,No,Yes,No,Yes,Yes,Yes,Very easy,Physical health,Maybe,No,Maybe,No,Yes,6.0,6.0,,,No,No,Yes,No,Often,Sometimes,Maybe,Yes,Maybe,No,No,5.0,3.0,25.0,M,2021-01-01
0,26-100,Yes,Yes,No,,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,No,No,No,Yes,8.0,5.0,,"No, none of my previous supervisors",No,No,No,No,Sometimes,Sometimes,Yes,Yes,No,No,No,3.0,2.0,29.0,M,2021-01-01
0,26-100,No,No,No,No,No,No,No,Somewhat difficult,Physical health,No,No,Yes,No,No,2.0,2.0,,,No,No,No,No,Not applicable to me,Not applicable to me,Yes,Yes,No,No,No,2.0,2.0,40.0,F,2021-01-01
0,100-500,Yes,No,No,Yes,No,No,I don't know,Very easy,Same level of comfort for each,Yes,No,Yes,Yes,Yes,8.0,3.0,,,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,5.0,2.0,26.0,F,2021-01-01
0,100-500,Yes,Yes,No,No,No,No,I don't know,Somewhat difficult,Physical health,No,No,No,No,No,5.0,0.0,,"No, none of my previous supervisors",Maybe,No,No,Yes,Not applicable to me,Not applicable to me,Maybe,Yes,Maybe,No,No,3.0,1.0,25.0,M,2021-01-01
0,26-100,Yes,Yes,Yes,,I don't know,I don't know,Yes,Very easy,Physical health,No,No,Maybe,No,Yes,10.0,7.0,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,No,,No,No,No,5.0,3.0,24.0,F,2021-01-01
0,100-500,No,Yes,I don't know,No,No,Yes,Yes,Somewhat easy,Physical health,No,No,Maybe,No,Yes,5.0,5.0,,,Maybe,No,No,No,Not applicable to me,Rarely,Maybe,Yes,Maybe,Yes,Yes,5.0,5.0,25.0,F,2021-01-01
0,26-100,Yes,Yes,No,No,No,No,No,Somewhat easy,Same level of comfort for each,Maybe,No,Maybe,No,No,7.0,5.0,,,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Yes,Yes,Yes,2.0,3.0,22.0,M,2021-01-01
0,26-100,Yes,Yes,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Physical health,Maybe,No,No,No,No,5.0,5.0,,"No, none of my previous supervisors",No,Don't Know,No,No,Sometimes,Often,No,Yes,Maybe,No,No,5.0,3.0,27.0,M,2021-01-01
0,6-25,No,Yes,I don't know,No,I don't know,Yes,I don't know,Somewhat easy,Physical health,Yes,Yes,Yes,Yes,Yes,8.0,6.0,,I don't know,No,No,No,No,Not applicable to me,Not applicable to me,Maybe,Yes,Maybe,Maybe,No,5.0,3.0,25.0,F,2021-01-01
0,500-1000,Yes,Yes,Not eligible,No,No,I don't know,I don't know,Difficult,Same level of comfort for each,No,No,Maybe,Yes,Yes,8.0,3.0,,"No, none of my previous supervisors",Maybe,Possibly,No,No,Sometimes,Often,Maybe,Yes,Maybe,No,No,2.0,1.0,25.0,F,2021-01-01
0,1-5,Yes,Yes,No,No,Yes,No,Yes,Somewhat easy,Same level of comfort for each,Yes,No,No,No,No,2.0,6.0,,,No,Possibly,No,No,Rarely,Often,Maybe,Yes,Yes,Yes,No,10.0,3.0,23.0,M,2021-01-01
0,More than 1000,No,Yes,I don't know,No,No,No,I don't know,I don't know,Same level of comfort for each,Yes,Yes,Yes,Yes,Yes,8.0,8.0,,,Maybe,No,No,No,Not applicable to me,Not applicable to me,,Yes,Yes,Yes,No,7.0,2.0,27.0,F,2021-01-01
0,More than 1000,No,Yes,I don't know,No,No,Yes,Yes,Difficult,Mental health,Yes,No,Maybe,No,Yes,10.0,10.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,Maybe,No,No,3.0,3.0,33.0,M,2021-01-01
0,More than 1000,Yes,Yes,Yes,No,No,No,Yes,Somewhat difficult,Physical health,No,No,Maybe,No,No,6.0,5.0,,,Maybe,Don't Know,No,No,Rarely,Sometimes,No,Yes,No,No,No,5.0,4.0,22.0,M,2021-01-01
0,26-100,Yes,Yes,Yes,No,No,Yes,Yes,Very easy,Physical health,Yes,Yes,Yes,Yes,Yes,7.0,3.0,,,No,Yes,Yes,Yes,Often,Often,Yes,No,Yes,Yes,Yes,5.0,3.0,45.0,F,2021-01-01
0,More than 1000,Yes,Yes,I don't know,No,No,No,I don't know,Very easy,Physical health,Yes,No,Yes,Yes,Yes,5.0,5.0,,Some of my previous supervisors,No,Possibly,No,No,Sometimes,Sometimes,No,Yes,Yes,Yes,No,10.0,3.0,25.0,F,2021-01-01
0,More than 1000,Yes,Yes,I don't know,No,Yes,Yes,Yes,Somewhat difficult,Physical health,No,No,No,No,No,9.0,6.0,,,Maybe,Yes,Yes,No,Rarely,Often,Maybe,Yes,No,No,No,3.0,3.0,22.0,F,2021-01-01
0,500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Physical health,No,No,Maybe,Yes,Yes,5.0,5.0,,Some of my previous supervisors,Maybe,Possibly,Yes,Yes,Never,Often,Yes,Yes,No,No,No,3.0,1.0,36.0,F,2021-01-01
0,100-500,Yes,Yes,Yes,Yes,No,No,I don't know,Very easy,Mental health,Yes,No,Yes,Yes,Yes,8.0,9.0,,"No, none of my previous supervisors",Yes,Yes,Yes,Yes,Rarely,Often,Yes,Yes,No,No,No,8.0,1.0,42.0,Other,2021-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,No,No,No,5.0,4.0,39.0,M,2021-01-01
0,100-500,No,Yes,Yes,Yes,No,No,Yes,Difficult,Physical health,No,No,No,No,No,6.0,1.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Rarely,Often,Yes,Yes,No,No,No,3.0,2.0,51.0,F,2021-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,No,Yes,No,No,8.0,8.0,,Some of my previous supervisors,Yes,Yes,Yes,Yes,Never,Often,No,Yes,No,No,No,5.0,4.0,27.0,F,2021-01-01
0,100-500,No,No,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,Maybe,No,Yes,No,No,7.0,4.0,,,Maybe,No,No,No,Not applicable to me,Not applicable to me,,Yes,Maybe,Maybe,No,9.0,4.0,19.0,M,2021-01-01
1,,,,,,,,,,,,,,,,,,,,Yes,Don't Know,No,No,Not applicable to me,Not applicable to me,,Yes,Maybe,No,No,5.0,4.0,,M,2021-01-01
0,6-25,No,Yes,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,No,Yes,Yes,No,7.0,8.0,,,No,No,No,No,Not applicable to me,Not applicable to me,No,Yes,Yes,Yes,No,7.0,4.0,25.0,M,2021-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Yes,Yes,Maybe,Yes,No,5.0,4.0,,"No, none of my previous supervisors",Yes,Don't Know,Yes,Yes,Sometimes,Often,Yes,Yes,Maybe,Maybe,No,4.0,4.0,39.0,M,2021-01-01
0,1-5,Yes,Yes,No,No,No,No,Yes,Somewhat difficult,Physical health,No,No,No,Yes,Yes,6.0,7.0,,"No, none of my previous supervisors",No,No,Yes,No,Not applicable to me,Not applicable to me,Yes,Yes,No,No,No,8.0,4.0,47.0,M,2021-01-01
0,1-5,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,Yes,Yes,,,2.0,1.0,,"Yes, all of my previous supervisors",Yes,Yes,Yes,Yes,Never,Never,,Yes,Yes,Yes,No,0.0,1.0,,Other,2021-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,No,No,No,No,No,7.0,5.0,,"No, none of my previous supervisors",Maybe,Possibly,Yes,,Not applicable to me,Often,Maybe,Yes,No,No,No,5.0,3.0,36.0,F,2021-01-01
0,26-100,Yes,Yes,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,No,Maybe,No,No,8.0,4.0,,"No, none of my previous supervisors",No,No,No,,Not applicable to me,Not applicable to me,Maybe,Yes,Yes,Maybe,No,4.0,3.0,57.0,M,2021-01-01
0,100-500,Yes,Yes,No,No,I don't know,No,I don't know,Very easy,Physical health,No,No,Maybe,No,No,7.0,4.0,,Some of my previous supervisors,Maybe,Possibly,Yes,,Rarely,Often,No,Yes,Maybe,No,No,8.0,3.0,34.0,M,2021-01-01
0,More than 1000,Yes,Yes,No,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,No,Yes,Yes,Yes,5.0,5.0,,,Maybe,Yes,Yes,Yes,Sometimes,Often,Maybe,Yes,Yes,Yes,No,2.0,3.0,26.0,M,2021-01-01
0,6-25,No,No,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Maybe,Yes,No,No,No,4.0,7.0,,"Yes, all of my previous supervisors",Yes,Yes,Yes,Yes,Sometimes,Often,No,Yes,No,No,Yes,5.0,3.0,24.0,F,2021-01-01
0,500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Yes,Yes,Maybe,Yes,Yes,7.0,6.0,,Some of my previous supervisors,Maybe,Possibly,Yes,,Sometimes,Often,No,Yes,Yes,No,No,8.0,2.0,26.0,F,2021-01-01
0,100-500,Yes,Yes,I don't know,,No,I don't know,I don't know,I don't know,Same level of comfort for each,Maybe,No,Maybe,No,No,5.0,5.0,,,Maybe,Don't Know,No,,Not applicable to me,Not applicable to me,No,Yes,Maybe,Maybe,No,5.0,1.0,21.0,Other,2021-01-01
1,,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,No,No,No,Not applicable to me,Sometimes,Maybe,,No,No,No,4.0,2.0,32.0,F,2021-01-01
0,500-1000,No,Yes,No,No,Yes,I don't know,I don't know,Very easy,Physical health,No,Yes,Maybe,No,No,9.0,9.0,,"No, none of my previous supervisors",Yes,Don't Know,Yes,,Never,Rarely,,,No,No,No,9.0,3.0,25.0,F,2021-01-01
0,100-500,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,Yes,Maybe,Yes,Yes,10.0,10.0,,,No,No,Yes,No,Never,Not applicable to me,,Yes,Maybe,Maybe,Yes,8.0,4.0,31.0,M,2021-01-01
0,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,Yes,Yes,No,No,9.0,9.0,,I don't know,No,No,No,No,Not applicable to me,Not applicable to me,Maybe,Yes,No,No,No,7.0,4.0,28.0,M,2021-01-01
0,More than 1000,Yes,Yes,I don't know,Yes,No,Yes,Yes,I don't know,Physical health,Maybe,No,Maybe,No,No,8.0,7.0,,"No, none of my previous supervisors",No,Yes,Yes,Yes,Sometimes,Often,,,No,No,No,5.0,3.0,27.0,F,2021-01-01
